train_acc,train_loss,val_acc,val_loss
0.027578947368421057,4.4245872,0.0328,4.224965
0.045200000000000004,4.1553793,0.057600000000000005,4.095651
0.05766315789473685,4.0412455,0.0636,4.2401466
0.07225263157894739,3.960407,0.08560000000000001,3.842294
0.08326315789473684,3.8789635,0.10280000000000002,3.7830148
0.09370526315789475,3.8277943,0.1044,3.7548254
0.10654736842105264,3.7434309,0.12120000000000002,3.5994895
0.11646315789473685,3.687341,0.102,3.8367274
0.1291578947368421,3.6254935,0.1408,3.509475
0.1436,3.5501602,0.15000000000000002,3.4493418
0.1498736842105263,3.5031383,0.13119999999999998,3.6601646
0.1658315789473684,3.4381695,0.18320000000000003,3.3066635
0.17242105263157895,3.3774707,0.16560000000000002,3.3806632
0.1827157894736842,3.328127,0.17600000000000002,3.393451
0.1952421052631579,3.2699382,0.22560000000000002,3.1296377
0.20090526315789475,3.2189622,0.20120000000000005,3.2589033
0.21282105263157897,3.1631887,0.23279999999999998,3.0682173
0.22330526315789476,3.099679,0.24480000000000005,3.0220416
0.22978947368421054,3.056775,0.20279999999999998,3.218031
0.24031578947368423,2.9959543,0.2688,2.8904617
0.25090526315789474,2.935017,0.2488,2.9686189
0.259621052631579,2.9108207,0.2552,2.939018
0.270021052631579,2.8438585,0.292,2.743457
0.27646315789473686,2.8117933,0.22399999999999998,3.1017034
0.2836,2.777575,0.3096,2.6908298
0.2993894736842105,2.7122364,0.3008,2.696472
0.29913684210526315,2.69741,0.24,2.9716234
0.30888421052631576,2.6595562,0.32439999999999997,2.5859215
0.31898947368421054,2.6092758,0.2664,2.8492815
0.31816842105263154,2.6021197,0.3008,2.6764987
0.33103157894736845,2.551631,0.3288,2.5275893
0.33349473684210523,2.5248587,0.27399999999999997,2.8450024
0.3435368421052632,2.5032518,0.3392,2.502106
0.34985263157894736,2.4632244,0.32880000000000004,2.516544
0.3532,2.4618664,0.308,2.5922554
0.3554315789473684,2.4271936,0.3556,2.4094577
0.36035789473684215,2.401366,0.3296,2.5366943
0.3620421052631579,2.392117,0.3264,2.6098232
0.3711368421052632,2.353968,0.38280000000000003,2.342845
0.3782736842105263,2.335384,0.3212,2.6090915
0.3781052631578948,2.3245454,0.3668,2.378972
0.3878736842105263,2.287306,0.3776,2.3466797
0.3901052631578948,2.2812533,0.3384,2.5030007
0.394821052631579,2.2550929,0.39520000000000005,2.2508085
0.3983578947368421,2.2355626,0.3560000000000001,2.476449
0.4017473684210526,2.2237263,0.3672000000000001,2.3676424
0.4083368421052631,2.187536,0.39919999999999994,2.2377164
0.40991578947368423,2.1847384,0.36400000000000005,2.4738562
0.4132421052631579,2.1729262,0.39399999999999996,2.2719681
0.4210105263157895,2.1361437,0.39919999999999994,2.2642617
0.41821052631578953,2.1435869,0.32280000000000003,2.6922903
0.42541052631578946,2.1164231,0.4192,2.1580272
0.4312210526315789,2.0908828,0.3812,2.3299804
0.4279368421052631,2.102044,0.3948,2.2602181
0.43787368421052636,2.0647984,0.43560000000000004,2.1215296
0.4361473684210526,2.0569608,0.37440000000000007,2.3789556
0.4395368421052632,2.0514438,0.41320000000000007,2.1677392
0.4497894736842105,2.0128171,0.42,2.1522481
0.44924210526315794,2.0189784,0.3708000000000001,2.3642802
0.4526105263157895,1.9993238,0.4228,2.0972815
0.4553684210526316,1.9807534,0.39280000000000004,2.2386532
0.45827368421052633,1.980354,0.412,2.208512
0.4649684210526316,1.9478934,0.43879999999999997,2.0345902
0.4656842105263158,1.9428438,0.3668,2.501039
0.4645473684210527,1.9411788,0.4328000000000001,2.0781565
0.4706736842105263,1.9117774,0.42479999999999996,2.0995142
0.4672631578947368,1.918694,0.4036,2.2563682
0.47456842105263164,1.8962197,0.4556,2.013287
0.48119999999999996,1.8742912,0.4268,2.1118314
0.47802105263157896,1.8860526,0.41119999999999995,2.197158
0.4860421052631579,1.8565972,0.45039999999999997,1.9875271
0.4841052631578947,1.859117,0.3927999999999999,2.3027298
0.4856,1.8513168,0.43800000000000006,2.0384018
0.49338947368421054,1.8244578,0.4543999999999999,2.0286093
0.49117894736842105,1.8330883,0.39399999999999996,2.310722
0.5000210526315789,1.810133,0.46199999999999997,1.9720356
0.5005684210526316,1.800972,0.42560000000000003,2.1343312
0.4969052631578948,1.8027663,0.4028,2.304343
0.5037263157894737,1.7768062,0.456,1.9665079
0.5008421052631579,1.7796586,0.418,2.2300467
0.5041263157894738,1.7821834,0.4596,1.9790045
0.5131157894736843,1.7372558,0.4592,1.9612125
0.5089473684210526,1.7553159,0.4092,2.2522144
0.5132842105263158,1.7321762,0.46680000000000005,1.930704
0.5172,1.722858,0.4452,2.003688
0.512,1.7374076,0.43200000000000005,2.1121793
0.5230947368421052,1.7013894,0.4752,1.9156716
0.5192631578947369,1.7115839,0.44520000000000004,2.1623468
0.5224631578947369,1.7088729,0.4836,1.9419838
0.5288842105263158,1.6822898,0.474,1.944969
0.5229263157894737,1.6950239,0.4032,2.298607
0.5284000000000001,1.6685287,0.47519999999999996,1.9181172
0.5314315789473685,1.6644403,0.42839999999999995,2.0901878
0.5289684210526315,1.6748992,0.4623999999999999,1.9580058
0.5344421052631579,1.645753,0.48200000000000004,1.9097065
0.5353684210526316,1.6480623,0.44,2.0842338
0.5337894736842105,1.6481191,0.46520000000000006,1.9413943
0.5408210526315789,1.626966,0.4708,1.8859395
0.5386736842105263,1.624917,0.4376,2.1748397
0.5407578947368421,1.6146129,0.48560000000000003,1.8597937
