train_acc,train_loss,val_acc,val_loss
0.009600000000000001,4.609349,0.0104,4.607242
0.009326315789473684,4.6068563,0.0092,4.6065884
0.009747368421052631,4.6062207,0.0084,4.606326
0.009621052631578947,4.6059957,0.0076,4.6067405
0.009873684210526314,4.605887,0.0076,4.6068487
0.009136842105263157,4.605854,0.008,4.6074386
0.009536842105263158,4.605795,0.007200000000000001,4.606487
0.009600000000000001,4.6057415,0.0072,4.6065044
0.00936842105263158,4.6058245,0.0076,4.606772
0.009094736842105263,4.6057224,0.007600000000000001,4.6064925
0.009094736842105263,4.6057076,0.007200000000000001,4.6067543
0.01,4.605685,0.007200000000000001,4.6068745
0.01031578947368421,4.6056886,0.0072,4.606801
0.009557894736842105,4.605768,0.0072,4.607017
0.010400000000000001,4.605602,0.0064,4.607105
0.010189473684210526,4.605697,0.0064,4.6069274
0.009936842105263159,4.605645,0.006400000000000001,4.6068482
0.009410526315789475,4.605586,0.0064,4.607058
0.009305263157894737,4.605721,0.008,4.607042
0.009978947368421053,4.605635,0.011200000000000002,4.607244
0.009473684210526316,4.6057377,0.0076,4.606979
0.009600000000000001,4.6056924,0.0096,4.6069427
0.009747368421052631,4.6055303,0.0084,4.606824
0.00913684210526316,4.6056433,0.0076,4.6070857
0.009789473684210527,4.6056137,0.008,4.606739
0.009557894736842105,4.6055913,0.0068,4.606956
0.008821052631578948,4.6056733,0.009600000000000001,4.6063685
0.009326315789473684,4.6056,0.011200000000000002,4.6067047
0.009326315789473684,4.6056323,0.0072,4.6068635
0.009431578947368423,4.605668,0.0072,4.60676
0.009410526315789475,4.605588,0.012,4.607069
0.010189473684210526,4.6056414,0.012000000000000002,4.606688
0.009600000000000001,4.6055613,0.0072,4.6067247
0.009705263157894736,4.605595,0.007200000000000001,4.6068397
0.010147368421052632,4.6056004,0.0072,4.6072097
0.009557894736842105,4.6055007,0.007200000000000001,4.6072025
0.009536842105263158,4.60556,0.007200000000000001,4.60729
0.0092,4.6055818,0.0072,4.6073036
0.009747368421052633,4.6055465,0.0072,4.607231
0.009915789473684213,4.605589,0.0072,4.6072307
0.009410526315789475,4.605562,0.0072,4.607237
0.009873684210526314,4.6055703,0.008,4.607132
0.008905263157894737,4.605585,0.008,4.607168
0.009663157894736842,4.605502,0.0076,4.607358
0.009452631578947369,4.605553,0.008,4.6071744
0.01,4.605512,0.006400000000000001,4.6069384
0.010000000000000002,4.6055036,0.0064,4.606996
0.009536842105263156,4.6055703,0.0064,4.6068416
0.009684210526315788,4.6054883,0.0064,4.6070743
0.009031578947368423,4.6055365,0.009600000000000001,4.606866
0.008673684210526316,4.6055717,0.008400000000000001,4.606883
0.010442105263157893,4.6054635,0.008,4.60686
0.009494736842105262,4.6054873,0.0064,4.606673
0.009600000000000001,4.6055164,0.01,4.606582
0.008610526315789473,4.6054573,0.009600000000000001,4.6065974
0.008968421052631579,4.6055393,0.008,4.606375
0.010126315789473685,4.605512,0.0064,4.6069274
0.009684210526315788,4.6054378,0.0096,4.6071486
0.0092,4.605516,0.0076,4.607482
0.009957894736842107,4.6054683,0.0076,4.6074886
0.009557894736842105,4.605459,0.0088,4.6072416
0.010063157894736843,4.6054926,0.007200000000000001,4.607095
0.009978947368421053,4.605467,0.0072,4.6071153
0.009684210526315788,4.6054945,0.007200000000000001,4.607031
0.009389473684210526,4.6054597,0.0072,4.607089
0.009305263157894737,4.6054463,0.0076,4.606996
0.009663157894736842,4.6055655,0.0076,4.6070704
0.009473684210526316,4.6054564,0.0084,4.607053
0.009010526315789474,4.6054997,0.0076,4.6069746
0.009705263157894738,4.6054816,0.006400000000000001,4.607032
0.0096,4.6054163,0.0084,4.607104
0.009305263157894737,4.6054707,0.0072,4.607062
0.009494736842105262,4.6054583,0.0076,4.607166
0.009873684210526316,4.6054316,0.0076,4.607155
0.009894736842105263,4.6054688,0.0088,4.607191
0.00911578947368421,4.6054263,0.0076,4.607237
0.009831578947368422,4.6054573,0.0076,4.607195
0.009368421052631581,4.6054544,0.008400000000000001,4.6071033
0.00976842105263158,4.6054697,0.0076,4.606603
0.009557894736842105,4.605513,0.008,4.607043
0.010042105263157896,4.6054416,0.008,4.6071625
0.01,4.605434,0.007200000000000001,4.607168
0.00905263157894737,4.6054773,0.0072,4.60682
0.009810526315789474,4.6054,0.0072,4.606697
0.009642105263157895,4.6054573,0.0104,4.6069193
0.009494736842105262,4.6054583,0.0104,4.6068635
0.009389473684210527,4.605404,0.0076,4.606977
0.009326315789473684,4.6054583,0.0076,4.606978
0.009578947368421051,4.6054287,0.0092,4.6070795
0.009621052631578949,4.605441,0.0068000000000000005,4.6071143
0.009473684210526316,4.6054707,0.008400000000000001,4.6069937
0.009789473684210527,4.6054263,0.009600000000000001,4.6070027
0.010105263157894737,4.605451,0.007200000000000001,4.606945
0.010231578947368421,4.6054454,0.0072,4.6067038
0.009600000000000001,4.6053925,0.0064,4.606556
0.010189473684210526,4.6055036,0.006400000000000001,4.606737
0.009242105263157894,4.6054525,0.006400000000000001,4.6069245
0.010021052631578946,4.605442,0.0092,4.606899
0.009747368421052631,4.605466,0.0064,4.6068707
0.009536842105263158,4.6054077,0.0064,4.6072273
